
ZTFID,IAUID,RA,Dec,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,type,redshift,b,A_V
ZTF20aafxzej,AT2017cf,08:11:52.08,+25:25:21.3,909.71,g,18.9013,-,294.77,34.998,259.772,AGN,-,28.16993545,0.099
ZTF20aagfirh,AT2018gyp,11:18:30.53,+80:14:37.9,867.85,r,16.0634,-,7.286,3.266,4.02,CV?,-,36.01348972,0.123
ZTF20aaggyef,-,08:29:03.57,-12:37:26.9,1304.65,r,18.6714,-,>111.09,87.08,>24.01,AGN,-,15.02186496,0.151
ZTF20aagqrbx,AT2020afq,06:38:58.57,+59:03:51.9,867.72,g,14.7218,-,6.643,0.402,6.241,CV,-,21.48484093,0.158
ZTF20aahcslg,AT2020blv,06:45:51.98,+31:47:09.5,871.76,r,16.9073,-,6.88,0.813,6.067,CV,-,12.81481679,0.371
ZTF20aahibeg,AT2018nx,23:51:26.87,+45:16:58.3,872.68,g,18.1815,-,9.446,3.422,6.024,CV?,-,-16.31107168,0.347
ZTF20aahklzo,AT2020blu,08:25:37.30,-16:54:04.3,872.75,g,16.1786,-,10.98,4.263,6.717,CV,-,11.98258431,0.224
ZTF20aaidnku,AT2020als,12:37:25.28,-10:01:28.7,873.92,g,16.6014,-,11.038,4.163,6.875,CV,-,52.69185319,0.087
ZTF20aaifaqt,AT2020bom,11:55:47.03,-17:23:45.0,880.84,r,18.2767,-,>21.669,1.649,>20.02,AGN?,-,43.47490029,0.16
ZTF20aaimqhh,AT2020bvf,08:38:19.54,+16:50:39.4,1509.93,g,16.009,-,>6.694,>0,>6.694,CV,-,31.00784282,0.066
ZTF20aaiomlf,AT2020bxa,11:29:19.16,+37:34:07.9,877.89,g,17.5325,-,5.491,3.362,2.129,CV?,-,69.82486056,0.057
ZTF20aakficj,AT2020bfc,06:07:30.73,-01:01:47.0,877.71,g,14.1352,-,2.65,0.439,2.211,CV,-,-10.23589247,1.219
ZTF20aakugak,AT2017hni,04:25:07.83,-23:58:21.8,882.61,g,16.6545,-,13.771,3.689,10.082,CV,-,-42.05646879,0.129
ZTF20aalbknf,AT2020bvr,04:25:23.80,-01:36:34.9,880.63,g,16.548,-,5.378,0.275,5.103,CV?,-,-32.82762427,0.356
ZTF20aamdlml,AT2020byw,16:08:44.79,+22:06:09.4,885.96,g,16.7082,-,7.183,1.604,5.579,CV,-,45.15244513,0.26
ZTF20aamdloh,AT2020byc,17:07:05.40,+25:39:36.8,885.97,g,18.2374,-,17.016,5.791,11.225,CV,-,33.38207817,0.114
ZTF20aamihhs,AT2020ehj,15:15:56.94,-18:13:44.7,915.04,r,18.8361,-,>93.587,>37,56.587,AGN,-,32.69253215,0.361
ZTF20aanlygx,AT2020abea,03:44:02.90,-18:37:28.7,1250.67,r,17.6137,-,251.947,38.304,213.643,AGN,-,-49.54374933,0.213
ZTF20aanwwhy,AT2020did,06:12:57.74,+42:53:39.7,896.71,g,18.274,-,8.455,0.612,7.843,CV?,-,11.61999302,0.467
ZTF20aanxcpf,AT2021loi,01:00:39.62,+39:42:30.3,1399.89,r,16.8336,-,>191.079,40.249,>150.83,AGN,-,-23.12866906,0.137
ZTF20aaobxzx,-,09:23:41.40,-21:58:09.3,895.88,g,16.7866,-,>0.815,0.815,>0,CV,-,19.77154179,0.153
ZTF20aapcjjo,AT2020ddu,19:21:57.47,+65:54:52.0,900.04,g,16.1337,-,12.903,1.364,11.539,CV,-,21.5962066,0.18
ZTF20aapfiby,AT2020cxz,09:57:25.70,+80:47:02.3,1139.91,g,17.1971,-,>3.547,>0,>3.547,CV,-,33.6067213,0.06
ZTF20aaqiytg,AT2020dhs,06:17:30.01,+35:40:36.3,903.65,r,15.8098,-,4.559,0.481,4.078,CV?,-,9.16459837,0.978
ZTF20aasiuxr,AT2018bhk,16:33:18.48,+00:53:50.8,914.99,g,16.9329,-,756.901,0.895,756.006,CV,-,30.76989754,0.233
ZTF20aasivtu,AT2020fhp,18:26:32.66,+21:09:07.7,1778.73,r,17.8527,-,>375.096,370.946,>4.15,AGN,-,14.74515328,0.441
ZTF20aaspwvx,AT2020aagn,20:36:52.87,+28:22:14.1,1120.78,g,18.9014,-,>357.885,1.925,>355.96,CV,-,-7.52964483,1.475
ZTF20aastgns,AT2020idq,12:55:47.03,-22:12:11.0,1719.73,r,17.8665,-,>137.69,>118.69,>19,AGN,-,40.65739589,0.31
ZTF20aasuiks,SN2020edi,13:16:13.68,-22:33:30.1,964.77,r,16.5485,-,>62.913,>0,>62.913,AGN,-,39.95337247,0.294
ZTF20aatazkt,AT2016ieo,18:08:33.18,+12:41:09.6,915.99,g,18.9022,-,>134.078,1.318,>132.76,CV,-,15.16869418,0.444
ZTF20aatsjyu,AT2020ezw,14:45:18.11,+47:26:52.0,936.97,g,18.0636,-,>21.615,13.585,>8.03,CV,-,59.88343753,0.051
ZTF20aauonhf,AT2017dfd,17:27:10.57,+05:49:57.8,1732.90,g,17.9303,-,>7.953,>2,5.953,CV,-,21.38151915,0.289
ZTF20aaurern,AT2020heb,18:51:49.75,+32:30:39.9,953.93,g,17.0293,-,4.14,2.46,1.68,CV,-,14.11063907,0.302
ZTF20aauwysn,AT2020hoe,18:51:27.29,+28:58:46.6,954.92,g,18.3632,-,549.595,4.35,545.245,CV,-,12.76002135,0.467
ZTF20aauwzkc,AT2020hof,19:21:03.22,+31:11:45.6,954.92,g,17.8993,-,8.684,3.128,5.556,CV?,-,7.93693042,0.671
ZTF20aavdoqi,AT2020idk,09:21:10.93,-08:18:18.9,964.73,r,18.1337,-,18.444,7.394,11.05,AGN,-,27.99937082,0.122
ZTF20aavnnhs,AT2020idz,18:16:38.05,+31:00:05.0,964.96,g,17.8052,-,4.924,1.222,3.702,CV?,-,20.50341904,0.265
ZTF20aavnpug,AT2020idu,16:53:20.42,+27:26:08.4,964.88,g,16.1532,-,6.621,3.281,3.34,CV,-,36.82335512,0.235
ZTF20aavtaib,AT2020ish,16:38:47.77,+40:50:56.8,963.00,g,16.691,-,8.92,1.726,7.194,CV,-,41.79651638,0.021
ZTF20aavtfxl,AT2017fpa,17:29:58.53,+69:39:52.4,963.96,g,17.2491,-,6.263,1.279,4.984,CV,-,32.35753832,0.115
ZTF20aavztsb,AT2020abel,20:23:00.39,+23:04:17.8,966.97,r,18.072,-,>1.889,1.889,>0,CV?,-,-8.03738615,1.241
ZTF20aawbodq,AT2020iko,09:03:26.23,+47:31:59.1,971.74,g,16.1821,-,6.91,0.684,6.226,CV,-,41.57735802,0.052
ZTF20aawigqc,AT2020isi,21:49:08.99,+63:43:01.7,964.95,r,18.2326,-,7.021,0.378,6.643,CV,-,7.64179314,1.598
ZTF20aawzrlj,AT2016dvy,07:42:39.49,+09:10:43.4,967.70,g,16.2197,-,6.703,0.72,5.983,CV,-,15.51340885,0.097
ZTF20aaxckge,AT2020iry,20:34:21.80,+09:16:36.7,967.94,g,16.6625,-,7.298,0.612,6.686,CV,-,-17.92838067,0.269
ZTF20aaxxhhi,AT2020jeo,19:04:07.53,-13:43:54.0,970.96,g,18.4884,-,>702.738,2.738,>700,CV,-,-8.97913646,0.783
ZTF20aayukfo,AT2020klh,19:32:34.39,-10:35:09.8,987.87,r,18.1735,-,18.693,11.342,7.351,CV?,-,-13.8834639,0.838
ZTF20aayvuwu,AT2020jsl,12:54:23.32,+79:36:13.6,1153.99,r,18.7614,-,>299.194,181.284,>117.91,AGN,-,37.52369453,0.177
ZTF20aazbbqo,-,10:02:07.05,+03:03:27.8,1715.68,r,17.9936,-,>30.45,27.45,>3,AGN,-,42.94813233,0.07
ZTF20aazcnnw,AT2020lbe,15:22:11.32,+24:44:12.7,979.77,g,15.5693,-,5.455,0.188,5.267,CV,-,56.14778063,0.12
ZTF20aazvump,-,19:08:57.89,+24:58:14.0,985.91,r,17.0171,-,31.589,2.731,28.858,CV,-,7.51907368,0.953
ZTF20abafjtw,AT2020kmb,18:59:48.08,+41:27:57.5,991.91,g,17.0091,-,8.552,2.631,5.921,CV,-,16.11771598,0.286
ZTF20abafqkq,-,18:11:01.19,+07:10:55.3,986.96,r,17.2705,-,>10.316,1.436,>8.88,CV,-,12.23535431,0.668
ZTF20abakrcq,AT2018eon,14:17:27.54,-24:46:49.6,1259.00,g,17.0783,-,11.535,3.716,7.819,CV,-,34.10169471,0.243
ZTF20abazbfr,AT2020lbd,19:10:07.43,+35:56:38.2,991.91,g,16.1745,-,4.991,0.757,4.234,CV?,-,12.06262466,0.314
ZTF20abazeye,AT2020krl,18:30:32.01,+42:41:15.7,991.91,g,18.165,-,5.145,1.712,3.433,CV,-,21.63843357,0.109
ZTF20abbeyob,AT2020kue,17:08:55.21,-05:21:48.4,992.81,r,17.7658,-,5.892,1.667,4.225,CV?,-,19.91691431,1.705
ZTF20abbgxss,AT2020kot,19:51:17.87,+07:59:20.5,992.94,r,17.2414,-,10.313,1.345,8.968,CV?,-,-9.45155252,0.514
ZTF20abbvnpr,AT2020liv,18:51:49.36,+30:25:34.0,995.84,g,17.0756,-,2.936,0.811,2.125,CV,-,13.27564614,0.45
ZTF20abbvqww,AT2020lbg,20:34:29.10,+08:41:36.1,1473.78,g,17.8714,-,>8.362,>0.03,>8.332,CV,-,-18.26726025,0.279
ZTF20abcdrsm,AT2020liy,17:00:57.61,+22:10:43.0,997.88,g,14.5925,-,5.651,0.351,5.3,CV,-,33.65566313,0.144
ZTF20abcicty,AT2020abeg,12:45:15.42,+35:58:26.9,997.75,r,18.5544,-,>2.818,2.818,>0,AGN,-,81.05715378,0.041
ZTF20abdtbjf,AT2020lsy,18:55:29.27,-16:30:33.2,1385.84,r,17.6444,-,389.555,384.477,5.078,CV?,-,-8.31719377,0.779
ZTF20abdxzcp,AT2020abei,20:07:46.89,+18:48:17.5,1004.96,g,17.7505,-,5.366,2.048,3.318,CV?,-,-7.38253915,0.899
ZTF20abdxzlz,AT2020lhs,20:23:02.31,+21:23:48.6,1004.96,g,16.7016,-,8.701,1.561,7.14,CV,-,-8.98015498,0.593
ZTF20abeffoq,AT2020abeo,18:29:43.58,+08:40:50.9,1009.78,g,18.129,-,11.042,3.59,7.452,CV,-,8.74545274,0.565
ZTF20abehuki,AT2020aagg,20:35:39.90,+18:28:23.7,1010.96,g,18.6714,-,11.62,3.916,7.704,CV,-,-13.07975418,0.281
ZTF20abehusj,-,19:42:34.64,+05:45:08.2,1010.96,g,16.1921,-,16.082,1.726,14.356,CV?,-,-8.64143819,0.677
ZTF20abeokzg,AT2018kyr,13:44:18.72,+03:46:49.1,1297.82,g,18.4899,-,>473.246,>112.77,360.476,AGN,-,63.45531031,0.078
ZTF20abexfvz,AT2020abep,19:45:52.51,-00:52:12.5,1013.89,g,18.1322,-,10.002,1.33,8.672,CV,-,-12.49252696,0.568
ZTF20abezylf,AT2017exm,17:14:45.00,-02:17:48.7,1014.75,r,18.5719,-,>1.426,1.346,>0.08,CV,-,20.23451027,1.642
ZTF20abfrdei,AT2020muv,14:03:15.93,+59:34:53.5,1029.72,r,18.2363,-,22.772,11.196,11.576,AGN,-,55.27353215,0.037
ZTF20abgbwbe,AT2020vha,20:14:08.86,-21:42:41.6,1157.63,g,18.7419,-,>29.94,>28.96,>0.98,AGN,-,-27.42891465,0.352
ZTF20abgfegv,AT2017cak,15:19:18.85,+28:13:44.4,1019.79,g,17.9473,-,6.84,0.669,6.171,CV,-,57.3703162,0.079
ZTF20abgrory,-,18:35:13.18,+15:39:55.0,1022.77,r,17.9564,-,9.526,2.043,7.483,CV,-,10.58621099,0.936
ZTF20abgxlut,AT2020oio,17:11:03.65,+06:44:10.8,1099.63,r,18.801,-,>110.324,64.304,>46.02,AGN,-,25.36186532,0.293
ZTF20abgxuqt,AT2020nit,20:32:50.13,+65:57:24.8,1022.76,r,16.1261,-,5.771,0.302,5.469,CV,-,15.140183,1.133
ZTF20abgxwyt,AT2020abeq,19:29:23.80,+38:28:30.2,1022.85,g,17.0361,-,7.982,0.781,7.201,CV,-,9.71979533,0.435
ZTF20abhfrxt,AT2020nnn,19:27:03.38,-06:49:12.4,1023.84,g,16.1339,-,2.949,0.513,2.436,CV,-,-11.00726273,0.872
ZTF20abjapox,AT2019dsv,11:21:51.24,+40:51:47.2,1032.72,r,18.1878,-,>39.98,>31.98,>8,AGN,-,67.01904207,0.049
ZTF20abjauvv,-,19:53:32.72,+13:19:14.0,1029.78,g,18.3389,-,8.068,1.337,6.731,CV?,-,-7.28307742,0.745
ZTF20abjimko,AT2020oig,18:41:02.80,-21:04:59.0,1032.86,g,16.6077,-,7.696,1.401,6.295,CV,-,-7.26088792,1.215
ZTF20abjirmc,-,19:50:39.36,+07:01:14.2,1032.88,g,15.5063,-,3.605,0.573,3.032,CV?,-,-9.78615629,0.589
ZTF20abjnqcj,AT2016dvp,18:41:18.34,+48:24:55.3,1034.74,g,17.1514,-,6.37,0.263,6.107,CV,-,21.54146425,0.146
ZTF20abjorou,AT2020oia,22:16:13.03,+43:10:03.3,1034.89,r,17.3408,-,3.713,0.716,2.997,CV,-,-11.17982308,0.742
ZTF20abjsyqu,AT2020oie,22:11:33.71,+47:30:52.5,1037.85,g,18.319,-,5.532,2.281,3.251,CV?,-,-7.14671975,0.6
ZTF20abjucyd,AT2020oid,18:26:23.73,+05:25:53.4,1037.86,r,16.7036,-,7.442,0.895,6.547,CV,-,8.03522479,1.323
ZTF20abjyzhj,AT2017fwu,16:31:21.66,-18:05:24.4,1039.73,r,18.6166,-,>13.771,7.751,>6.02,CV,-,20.1138629,1.497
ZTF20abkcrzm,AT2020oop,00:47:05.54,+46:21:51.9,1043.98,r,18.7118,-,8.145,5.186,2.959,CV?,-,-16.50062613,0.303
ZTF20abkdrvk,AT2020ohs,14:07:11.13,-03:12:35.0,1045.69,r,18.7171,-,>11.228,11.228,>0,AGN,-,54.58411935,0.184
ZTF20abkhjbu,AT2020oii,20:25:21.61,-26:53:35.7,1040.96,g,16.6694,-,>5.728,>0.11,5.618,CV,-,-31.50073675,0.158
ZTF20ablimei,AT2020poy,18:40:30.09,+11:05:33.9,1046.88,r,16.8729,-,13.151,4.428,8.723,CV?,-,7.43446193,0.986
ZTF20ablyczu,AT2020plo,00:44:20.16,+41:34:08.0,1047.95,g,15.1118,-,9.666,1.125,8.541,CV,-,-21.28305255,0.17
ZTF20abmdplx,AT2017btn,04:05:04.26,+67:54:51.1,1196.77,r,18.7801,-,>162.397,52.467,>109.93,AGN,-,11.56005705,1.948
ZTF20abndxzn,AT2020qaf,18:31:59.72,+07:43:47.5,1051.84,r,17.6081,-,5.005,0.778,4.227,CV,-,7.81982862,0.887
ZTF20abnowvm,AT2020qai,15:05:29.90,+55:04:59.1,1063.76,g,17.2438,-,>15.229,11.209,>4.02,CV,-,52.99884376,0.04
ZTF20abnsqsr,AT2016hvq,21:47:34.38,-25:47:33.6,1052.94,g,16.9311,-,398.837,0.979,397.858,CV,-,-49.0595241,0.115
ZTF20abojvde,AT2020qii,00:25:30.40,+73:41:15.6,1054.91,r,16.6532,-,3.481,0.574,2.907,CV,-,10.90937771,0.945
ZTF20abopngr,AT2020qtj,20:52:57.12,+26:18:08.3,1056.86,r,17.2165,-,5.106,1.18,3.926,CV,-,-11.62049693,0.5
ZTF20abovoji,AT2016hjj,22:15:36.62,+79:46:42.4,1056.89,r,17.2807,-,5.389,0.641,4.748,CV,-,19.02242119,1.066
ZTF20abpbfzp,AT2021mwg,20:38:10.16,-20:31:48.8,1490.65,r,18.1211,-,44.25,22.959,21.291,AGN,-,-32.28837331,0.122
ZTF20abpqbgi,AT2020qsp,02:13:48.47,+46:29:56.8,1060.99,g,16.0416,-,>10.948,>0.003,>10.945,CV,-,-14.04811371,0.36
ZTF20abpwtmi,AT2020qzc,15:38:20.42,+79:32:26.0,1690.85,r,18.4064,-,13.44,11.119,2.321,CV,-,34.68014116,0.104
ZTF20abpxvhj,AT2020qti,20:14:03.82,+17:52:35.1,1062.91,g,16.6886,-,2.615,0.276,2.339,CV?,-,-9.13869348,0.572
ZTF20abqcmvf,AT2020abej,18:30:30.64,+07:42:58.2,1082.79,g,18.487,-,>56.611,21.691,>34.92,CV?,-,8.14302092,0.752
ZTF20abqgsah,AT2020qus,19:36:28.26,+50:49:46.0,1066.81,g,16.5105,-,12.787,0.768,12.019,CV,-,14.10881903,0.223
ZTF20abqkdcs,AT2020qvy,19:15:55.48,-16:53:52.2,1067.81,g,16.0402,-,>1.996,1.996,>0,CV,-,-12.90578716,0.305
ZTF20abrgylo,AT2018hnf,20:55:38.88,+26:20:00.4,1072.82,r,18.4429,-,6.351,0.34,6.011,CV,-,-12.07333957,0.95
ZTF20abrubfr,AT2020sla,19:23:16.00,+52:26:10.6,1074.82,g,14.98,-,6.326,0.298,6.028,CV?,-,16.63894095,0.41
ZTF20abtmfpq,AT2020rsz,18:00:09.41,+35:45:52.7,1080.73,g,16.5733,-,3.85,1.663,2.187,CV,-,25.26129652,0.118
ZTF20abwcxio,AT2017hmj,22:32:35.52,+30:41:05.4,1085.85,g,16.625,-,1.827,0.197,1.63,CV,-,-23.35748517,0.227
ZTF20abxclnl,AT2020tvb,21:48:38.58,+03:35:11.1,1390.93,g,17.9195,-,270.666,189.954,80.712,AGN,-,-36.28857764,0.198
ZTF20abxyayj,AT2020udx,03:00:47.66,-23:03:04.3,1198.71,r,18.4314,-,>378.073,>105.74,272.333,AGN,-,-60.51109949,0.062
ZTF20abxzwuc,AT2020spa,01:50:12.82,+08:45:59.9,1096.89,r,18.9805,-,23.601,2.599,21.002,AGN,-,-51.38204994,0.256
ZTF20abychpb,AT2020aben,00:53:05.10,+51:37:25.5,1094.98,g,18.2124,-,2.486,0.614,1.872,CV,-,-11.24701917,0.693
ZTF20abzcokk,AT2020tgh,02:21:57.62,+46:00:26.9,1107.89,g,15.1896,-,4.228,0.775,3.453,CV,-,-14.03463008,0.281
ZTF20accnwqx,AT2020urr,18:58:37.99,+23:37:01.2,1114.69,g,15.9539,-,6.369,0.498,5.871,CV?,-,9.03753084,1.009
ZTF20acfnnxv,AT2020urx,19:21:04.79,+47:21:18.0,1122.82,g,18.0988,-,13.766,2.483,11.283,CV?,-,14.93036304,0.2
ZTF20acggviy,AT2020uth,17:54:10.97,+19:15:24.0,1124.65,g,17.9082,-,>152.333,3.053,>149.28,CV,-,20.98400781,0.243
ZTF20acgyjry,AT2020wcs,15:46:44.88,+34:01:27.4,1128.65,g,14.3239,-,>2.01,>0,>2.01,CV?,-,51.93255836,0.077
ZTF20acioekr,AT2020wgw,20:10:44.92,+03:58:41.0,1135.71,g,13.7638,-,3.979,0.603,3.376,CV,-,-15.63535631,0.316
ZTF20acioiem,AT2020wgx,20:46:37.51,+19:38:46.7,1135.73,g,17.0587,-,12.295,0.824,11.471,CV,-,-14.50388808,0.347
ZTF20aciouqw,AT2020wgv,20:23:37.14,+52:40:39.5,1135.72,g,17.1448,-,3.983,0.872,3.111,CV,-,8.70733549,0.647
ZTF20acjpwas,AT2020wup,07:35:35.57,+02:07:09.7,1137.96,g,14.3525,-,3.168,0.255,2.913,CV?,-,10.78680366,0.336
ZTF20ackijbs,AT2020zwq,10:04:57.37,-06:51:08.2,1220.94,r,18.3003,-,6.007,1.954,4.053,AGN,-,37.31254994,0.096
ZTF20acmhpvd,AT2020yci,20:13:57.06,+18:41:22.3,1145.69,g,16.8366,-,4.62,0.935,3.685,CV,-,-8.67882871,0.566
ZTF20acmyxdb,AT2020yfz,19:41:30.42,+55:47:38.6,1149.68,g,17.1407,-,6.554,1.309,5.245,CV,-,15.58537265,0.316
ZTF20acnviht,AT2020adgg,08:16:51.14,+18:02:49.8,1196.92,g,18.4245,-,69.826,28.654,41.172,AGN,-,26.70429576,0.112
ZTF20acnvyjy,AT2020yjk,19:50:07.55,+04:53:42.8,1150.65,g,15.5947,-,5.038,0.845,4.193,CV?,-,-10.70109934,0.442
ZTF20acoalxr,AT2020abeb,09:50:20.89,+14:07:04.7,1156.00,r,18.856,-,>33.719,7.729,>25.99,AGN,-,45.94090379,0.098
ZTF20acodsyb,AT2020aads,11:24:08.71,+06:12:53.4,1169.04,r,18.4674,-,>17.054,3.034,>14.02,AGN,-,60.54181413,0.143
ZTF20acpgolz,AT2020yzl,10:00:55.47,-19:31:14.5,1695.72,r,18.385,-,>189.619,170.669,>18.95,AGN,-,27.69823918,0.116
ZTF20acpguww,AT2020aafz,10:01:42.20,-10:33:30.2,1530.98,r,18.0397,-,>200.326,200.326,>0,AGN,-,34.20725381,0.17
ZTF20acqislg,AT2021ahpx,19:46:21.77,+49:46:34.0,1631.03,r,18.5067,-,248.279,169.599,78.68,AGN,-,12.22414233,0.36
ZTF20acqnhci,AT2020abeu,08:39:28.06,-23:37:00.3,1226.92,r,17.9025,-,>153.68,>58.94,>94.74,AGN,-,10.81420782,0.264
ZTF20acqoxod,AT2020abfb,23:36:04.31,+53:10:52.0,1170.64,r,17.6325,-,11.231,2.306,8.925,CV,-,-8.0331294,0.855
ZTF20acqucpz,-,07:39:18.95,+25:24:40.8,1168.98,g,14.6046,-,5.348,0.403,4.945,CV,-,21.24698436,0.139
ZTF20acqwnmo,AT2020aagx,22:15:28.97,+68:35:11.5,1169.65,r,16.7344,-,6.101,0.432,5.669,CV?,-,9.90133615,1.136
ZTF20acszhad,AT2020aavs,05:05:15.96,-07:17:07.6,1176.87,g,16.6865,-,2.073,0.511,1.562,CV,-,-26.89273923,0.682
ZTF20actjbiy,AT2020abvx,07:34:18.90,-03:32:56.1,1176.99,g,16.9775,-,5.003,0.631,4.372,CV?,-,7.87388742,0.287
ZTF20actlumf,AT2016hkp,20:19:57.52,+19:58:49.1,1177.62,g,18.6143,-,>14.801,1.801,>13,CV,-,-9.16514815,0.5
ZTF20actowqe,AT2020abdc,22:57:43.30,+37:03:07.5,1178.64,g,16.6533,-,10.36,1.236,9.124,CV,-,-20.4801061,0.404
ZTF20actzmzp,AT2020abfh,09:48:58.61,+77:14:37.5,1182.01,g,12.346,-,3.403,0.811,2.592,CV,-,35.60446945,0.053
ZTF20acufmah,AT2020abfk,00:22:15.64,+71:53:08.3,1184.78,r,15.2192,-,6.206,0.717,5.489,CV?,-,9.1440456,1.226
ZTF20acufmrl,AT2020abfi,02:51:10.20,+48:39:28.7,1184.72,g,18.5025,-,9.306,4.317,4.989,CV,-,-9.62041162,0.669
ZTF20acuhlns,AT2017hv,07:17:08.65,-27:49:00.2,1188.93,g,17.9571,-,15.027,6.644,8.383,CV,-,-7.16213048,0.696
ZTF20acuiprx,AT2020abhg,21:07:57.62,+31:50:30.7,1183.64,g,17.1033,-,4.38,0.704,3.676,CV?,-,-10.58175932,0.538
ZTF20acuofwe,AT2020aeva,07:29:22.96,+61:29:12.0,1225.80,r,18.3958,-,5.982,1.971,4.011,AGN,-,28.07951483,0.145
ZTF20acutkgr,AT2020abmj,22:09:36.03,+25:54:44.3,1185.60,g,18.0205,-,>1.259,1.209,>0.05,CV,-,-24.19343821,0.233
ZTF20acuyirk,AT2018key,06:48:46.87,+80:34:19.7,1187.70,g,17.5779,-,>293.028,0.768,>292.26,CV,-,26.62422704,0.211
ZTF20acvamwo,AT2020acbz,14:44:31.64,+15:36:43.2,1188.06,r,17.7569,-,117.116,3.01,114.106,AGN,-,61.35586866,0.061
ZTF20acvfraq,AT2020adpi,23:18:53.76,-10:35:05.6,1385.94,g,17.9048,-,>325.097,167.367,>157.73,AGN,-,-62.6538759,0.076
ZTF20acvlzjg,AT2017est,20:31:47.76,+00:59:23.1,1190.62,r,17.1465,-,>5.554,0.574,>4.98,CV,-,-21.68177849,0.269
ZTF20acwyoqx,AT2020acob,10:12:48.23,-26:44:30.8,1197.00,r,18.5112,-,>36.496,>7,29.496,AGN,-,23.99815523,0.177
ZTF20acxffhe,AT2019vp,13:49:52.87,+02:04:44.9,1186.06,r,17.7135,-,>11,>1.02,>9.98,AGN,-,61.30431953,0.077
ZTF20acymtwj,-,00:38:16.45,-01:22:04.1,1202.63,r,18.8183,-,14.321,3.36,10.961,AGN,-,-64.04678824,0.066
ZTF20aczacou,-,02:49:14.30,+75:33:46.7,1204.81,g,15.1413,-,5.227,0.339,4.888,CV,-,14.38118058,1.226
ZTF20aczdnmp,AT2018jsw,08:36:57.56,-22:05:14.9,1204.90,r,17.5279,-,9.015,1.577,7.438,CV,-,11.24277602,0.247
ZTF21aaabnps,-,09:43:39.47,-18:41:43.1,1215.94,r,15.8904,-,8.443,2.472,5.971,CV?,-,25.42796898,0.151
ZTF21aaadtpw,-,02:36:57.41,+41:26:36.9,1216.66,g,15.3019,-,6.022,1.055,4.967,CV?,-,-17.20922882,0.182
ZTF21aaasirb,AT2018kik,04:34:29.14,+71:28:01.9,1399.97,r,17.6447,-,242.127,121.656,120.471,AGN,-,15.85373897,0.623
ZTF21aaedpyk,AT2021agv,06:36:51.07,-15:31:33.6,1228.85,r,16.6816,-,8.04,0.515,7.525,CV,-,-10.17161479,0.995
ZTF21aaeeuqz,AT2021agx,07:33:22.71,+13:18:30.5,1228.87,g,16.6191,-,12.544,0.438,12.106,CV,-,15.22303575,0.158
ZTF21aagkfhm,AT2019aait,12:51:55.95,-12:24:38.2,1207.01,r,17.8622,-,>333.05,>0,>333.05,AGN,-,50.46083413,0.104
ZTF21aaglscz,-,08:28:21.78,+10:53:43.9,1249.82,r,17.6353,-,10.371,4.214,6.157,CV,-,26.41535584,0.117
ZTF21aagnbev,-,08:24:29.33,+03:51:07.9,1248.75,g,16.6332,-,5.426,2.965,2.461,CV,-,22.41670317,0.075
ZTF21aagofnm,-,07:47:30.14,-03:27:46.7,1249.75,g,17.8252,-,14.807,4.562,10.245,CV?,-,10.81351447,0.208
ZTF21aagogqj,-,08:23:06.26,-16:38:51.8,1251.90,g,18.8731,-,8.479,3.136,5.343,CV,-,11.61848612,0.246
ZTF21aagoldn,-,08:11:10.43,+66:00:10.0,1249.76,g,14.7383,-,9.183,2.167,7.016,CV,-,32.68194532,0.113
ZTF21aagtqdu,-,16:56:24.43,-09:05:17.3,1249.01,g,16.8187,-,9.84,4.12,5.72,CV,-,20.53504497,1.386
ZTF21aagtqkc,AT2020acxj,17:57:49.52,+27:22:47.9,1502.66,r,18.5871,-,>469.87,>238.69,>231.18,AGN,-,23.13463996,0.165
ZTF21aahjlqc,AT2021eaz,08:57:46.88,+35:40:08.1,1278.68,r,18.4256,-,19.74,6.913,12.827,AGN,-,40.13480104,0.091
ZTF21aairadl,AT2019anj,11:10:46.21,-23:37:44.3,1253.88,g,15.4235,-,9.323,0.32,9.003,CV,-,33.72492453,0.32
ZTF21aajvkwg,-,12:22:01.35,-27:15:26.9,1630.90,g,18.222,-,>381.98,>374.98,>7,CV,-,35.15687583,0.195
ZTF21aakiqbm,-,13:32:53.27,+02:00:45.6,1262.87,r,17.6836,-,6.791,4.7,2.091,AGN,-,62.99235691,0.068
ZTF21aalrkqr,AT2021njx,08:20:09.75,+42:59:40.1,1529.92,r,18.7743,-,>297.076,186.186,>110.89,AGN,-,33.82845571,0.165
ZTF21aamxkha,-,16:53:18.59,-16:17:54.3,1270.98,r,16.8868,-,164.898,8.297,156.601,CV?,-,17.04293684,2.142
ZTF21aanehlz,AT2021dxi,17:12:18.31,+13:25:39.3,1271.99,r,13.5836,-,11.352,0.372,10.98,CV,-,27.9538458,0.443
ZTF21aaocwmx,AT2021fbe,08:57:36.07,-26:54:23.6,1625.84,g,17.2242,-,306.733,302.153,4.58,CV,-,12.0526029,0.316
ZTF21aaotnfr,-,13:27:21.62,+60:32:06.6,1281.76,r,17.9402,-,>6.483,6.483,>0,AGN?,-,56.03878022,0.045
ZTF21aaphjyn,AT2021gem,12:55:19.64,+24:54:03.9,1290.94,g,16.9352,-,5.778,2.124,3.654,CV,-,87.60751175,0.033
